"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2026-01-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",961.41,"provisorisch"
"2026-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.38,"provisorisch"
"2026-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.49,"provisorisch"
"2026-01-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.06,"provisorisch"
"2026-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",74.23,"provisorisch"
"2026-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.87,"provisorisch"
"2026-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.89,"provisorisch"
"2026-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",961.27,"provisorisch"
"2026-01-05T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-5.84,"provisorisch"
"2026-01-05T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-5.1,"provisorisch"
"2026-01-05T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",941.14,"provisorisch"
"2026-01-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-3.85,"provisorisch"
"2026-01-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",-2.72,"provisorisch"
"2026-01-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",962.26,"provisorisch"
"2026-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-3.04,"provisorisch"
"2026-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.1,"provisorisch"
"2026-01-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",964.91,"provisorisch"
"2026-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",36.89,"provisorisch"
"2026-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-3.35,"provisorisch"
"2026-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-2.34,"provisorisch"
"2026-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.1,"provisorisch"
"2026-01-06T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-7.05,"provisorisch"
"2026-01-06T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-5.29,"provisorisch"
"2026-01-06T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",943.32,"provisorisch"
"2026-01-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",4.77,"provisorisch"
"2026-01-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-5.89,"provisorisch"
"2026-01-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",-3.5,"provisorisch"
"2026-01-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.7,"provisorisch"
"2026-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",5.78,"provisorisch"
"2026-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-4.51,"provisorisch"
"2026-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-2.56,"provisorisch"
"2026-01-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.32,"provisorisch"
"2026-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",13.22,"provisorisch"
"2026-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",43.17,"provisorisch"
"2026-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-5.35,"provisorisch"
"2026-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-3.24,"provisorisch"
"2026-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.46,"provisorisch"
"2026-01-07T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-5.01,"provisorisch"
"2026-01-07T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-2.97,"provisorisch"
"2026-01-07T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",942.24,"provisorisch"
"2026-01-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",40.83,"provisorisch"
"2026-01-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-3.32,"provisorisch"
"2026-01-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",-1.8,"provisorisch"
"2026-01-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.38,"provisorisch"
"2026-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",55.73,"provisorisch"
"2026-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.86,"provisorisch"
"2026-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-1.4,"provisorisch"
"2026-01-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.01,"provisorisch"
"2026-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",72.58,"provisorisch"
"2026-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",60.48,"provisorisch"
"2026-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.98,"provisorisch"
"2026-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-1.39,"provisorisch"
"2026-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.22,"provisorisch"
"2026-01-08T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-0.82,"provisorisch"
"2026-01-08T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.66,"provisorisch"
"2026-01-08T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",938.98,"provisorisch"
"2026-01-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",455.36,"provisorisch"
"2026-01-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.78,"provisorisch"
"2026-01-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.76,"provisorisch"
"2026-01-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",959.63,"provisorisch"
"2026-01-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",585.02,"provisorisch"
"2026-01-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.35,"provisorisch"
"2026-01-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.94,"provisorisch"
"2026-01-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.2,"provisorisch"
"2026-01-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",683.1,"provisorisch"
"2026-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",15.9,"provisorisch"
"2026-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.11,"provisorisch"
"2026-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.76,"provisorisch"
"2026-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.57,"provisorisch"
"2026-01-09T00:00+0100","Zch_Heubeeribüel","T","d1","°C",3.74,"provisorisch"
"2026-01-09T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",5.18,"provisorisch"
"2026-01-09T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",929.66,"provisorisch"
"2026-01-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",215.22,"provisorisch"
"2026-01-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.05,"provisorisch"
"2026-01-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.52,"provisorisch"
"2026-01-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",949.81,"provisorisch"
"2026-01-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",275.83,"provisorisch"
"2026-01-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.7,"provisorisch"
"2026-01-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.02,"provisorisch"
"2026-01-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",952.48,"provisorisch"
"2026-01-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",296.01,"provisorisch"
"2026-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",25.58,"provisorisch"
"2026-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.42,"provisorisch"
"2026-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.73,"provisorisch"
"2026-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",949.87,"provisorisch"
"2026-01-10T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-0.39,"provisorisch"
"2026-01-10T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",0.84,"provisorisch"
"2026-01-10T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",936.4,"provisorisch"
"2026-01-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",712.01,"provisorisch"
"2026-01-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.09,"provisorisch"
"2026-01-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.42,"provisorisch"
"2026-01-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.1,"provisorisch"
"2026-01-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",836.8,"provisorisch"
"2026-01-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.55,"provisorisch"
"2026-01-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.01,"provisorisch"
"2026-01-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.71,"provisorisch"
"2026-01-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",672.25,"provisorisch"
"2026-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",13.33,"provisorisch"
"2026-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.29,"provisorisch"
"2026-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.58,"provisorisch"
"2026-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.09,"provisorisch"
"2026-01-11T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.78,"provisorisch"
"2026-01-11T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-0.75,"provisorisch"
"2026-01-11T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",950.63,"provisorisch"
"2026-01-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",37.4,"provisorisch"
"2026-01-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.16,"provisorisch"
"2026-01-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.88,"provisorisch"
"2026-01-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",971.64,"provisorisch"
"2026-01-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",145.98,"provisorisch"
"2026-01-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.64,"provisorisch"
"2026-01-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.75,"provisorisch"
"2026-01-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",974.2,"provisorisch"
"2026-01-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",130.9,"provisorisch"
"2026-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",21.58,"provisorisch"
"2026-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.22,"provisorisch"
"2026-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.18,"provisorisch"
"2026-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.52,"provisorisch"
"2026-01-12T00:00+0100","Zch_Heubeeribüel","T","d1","°C",1.33,"provisorisch"
"2026-01-12T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",4.82,"provisorisch"
"2026-01-12T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",947.27,"provisorisch"
"2026-01-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",68.75,"provisorisch"
"2026-01-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.02,"provisorisch"
"2026-01-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.31,"provisorisch"
"2026-01-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.86,"provisorisch"
"2026-01-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",83.2,"provisorisch"
"2026-01-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.36,"provisorisch"
"2026-01-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.14,"provisorisch"
"2026-01-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.49,"provisorisch"
"2026-01-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",116.75,"provisorisch"
"2026-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",36.44,"provisorisch"
"2026-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.43,"provisorisch"
"2026-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.92,"provisorisch"
"2026-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.84,"provisorisch"
"2026-01-13T00:00+0100","Zch_Heubeeribüel","T","d1","°C",4.97,"provisorisch"
"2026-01-13T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",7.85,"provisorisch"
"2026-01-13T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",945.07,"provisorisch"
"2026-01-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.39,"provisorisch"
"2026-01-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.13,"provisorisch"
"2026-01-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.41,"provisorisch"
"2026-01-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.24,"provisorisch"
"2026-01-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.05,"provisorisch"
"2026-01-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.02,"provisorisch"
"2026-01-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",57.11,"provisorisch"
"2026-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.83,"provisorisch"
"2026-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.41,"provisorisch"
"2026-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.32,"provisorisch"
"2026-01-14T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.51,"provisorisch"
"2026-01-14T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.28,"provisorisch"
"2026-01-14T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",946.84,"provisorisch"
"2026-01-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.78,"provisorisch"
"2026-01-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.08,"provisorisch"
"2026-01-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.2,"provisorisch"
"2026-01-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.53,"provisorisch"
"2026-01-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.29,"provisorisch"
"2026-01-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.77,"provisorisch"
"2026-01-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",72.58,"provisorisch"
"2026-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.23,"provisorisch"
"2026-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.01,"provisorisch"
"2026-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.13,"provisorisch"
"2026-01-15T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.85,"provisorisch"
"2026-01-15T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",9.58,"provisorisch"
"2026-01-15T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",945.01,"provisorisch"
"2026-01-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.5,"provisorisch"
"2026-01-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.44,"provisorisch"
"2026-01-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.28,"provisorisch"
"2026-01-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.27,"provisorisch"
"2026-01-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.47,"provisorisch"
"2026-01-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.26,"provisorisch"
"2026-01-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.97,"provisorisch"
"2026-01-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.82,"provisorisch"
"2026-01-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",67.15,"provisorisch"
"2026-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.75,"provisorisch"
"2026-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.18,"provisorisch"
"2026-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.2,"provisorisch"
"2026-01-16T00:00+0100","Zch_Heubeeribüel","T","d1","°C",3.88,"provisorisch"
"2026-01-16T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",6.76,"provisorisch"
"2026-01-16T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",945.01,"provisorisch"
"2026-01-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.08,"provisorisch"
"2026-01-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.34,"provisorisch"
"2026-01-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.65,"provisorisch"
"2026-01-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.9,"provisorisch"
"2026-01-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.7,"provisorisch"
"2026-01-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.25,"provisorisch"
"2026-01-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",53.5,"provisorisch"
"2026-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.84,"provisorisch"
"2026-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.73,"provisorisch"
"2026-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",965.55,"provisorisch"
"2026-01-17T00:00+0100","Zch_Heubeeribüel","T","d1","°C",1.95,"provisorisch"
"2026-01-17T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.11,"provisorisch"
"2026-01-17T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",946.59,"provisorisch"
"2026-01-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.89,"provisorisch"
"2026-01-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.95,"provisorisch"
"2026-01-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.33,"provisorisch"
"2026-01-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.72,"provisorisch"
"2026-01-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.92,"provisorisch"
"2026-01-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.9,"provisorisch"
"2026-01-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",171.33,"provisorisch"
"2026-01-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",37.34,"provisorisch"
"2026-01-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.45,"provisorisch"
"2026-01-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.32,"provisorisch"
"2026-01-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.23,"provisorisch"
"2026-01-18T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.59,"provisorisch"
"2026-01-18T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-1.06,"provisorisch"
"2026-01-18T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",947.04,"provisorisch"
"2026-01-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.22,"provisorisch"
"2026-01-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.83,"provisorisch"
"2026-01-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.97,"provisorisch"
"2026-01-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.02,"provisorisch"
"2026-01-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.98,"provisorisch"
"2026-01-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.99,"provisorisch"
"2026-01-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.54,"provisorisch"
"2026-01-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",21.24,"provisorisch"
"2026-01-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.57,"provisorisch"
"2026-01-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.29,"provisorisch"
"2026-01-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.88,"provisorisch"
"2026-01-19T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.46,"provisorisch"
"2026-01-19T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",0.04,"provisorisch"
"2026-01-19T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",947.46,"provisorisch"
"2026-01-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.13,"provisorisch"
"2026-01-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.53,"provisorisch"
"2026-01-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.39,"provisorisch"
"2026-01-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.69,"provisorisch"
"2026-01-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.91,"provisorisch"
"2026-01-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.91,"provisorisch"
"2026-01-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",47.84,"provisorisch"
"2026-01-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.36,"provisorisch"
"2026-01-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.25,"provisorisch"
"2026-01-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.31,"provisorisch"
"2026-01-20T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-0.72,"provisorisch"
"2026-01-20T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.31,"provisorisch"
"2026-01-20T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",946.05,"provisorisch"
"2026-01-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-1.01,"provisorisch"
"2026-01-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.37,"provisorisch"
"2026-01-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.03,"provisorisch"
"2026-01-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.02,"provisorisch"
"2026-01-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.05,"provisorisch"
"2026-01-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.36,"provisorisch"
"2026-01-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.57,"provisorisch"
"2026-01-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"provisorisch"
"2026-01-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",75.14,"provisorisch"
"2026-01-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.53,"provisorisch"
"2026-01-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.42,"provisorisch"
"2026-01-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.92,"provisorisch"
"2026-01-21T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-0.84,"provisorisch"
"2026-01-21T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",3.39,"provisorisch"
